name,date,lsp_name,lsp_type,orbit,location,pad_name,Latitude,Longitude,location_launch_attempt_count,pad_launch_attempt_count,agency_launch_attempt_count,location_launch_attempt_count_year,pad_launch_attempt_count_year,agency_launch_attempt_count_year,image,landing,mission_type
Falcon 9 Full Thrust | SES-10,2017-03-30,SpaceX,Commercial,GTO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,156,99,38,3,3,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Communications
"Delta IV M+(5,4) | WGS-9 (USA-275)",2017-03-19,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 37B,28.5317,-80.56495,756,34,119,2,1,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/delta2520iv2520m252b25285252c42529_image_20190224025009.jpeg,,Communications
H-IIA 202 | IGS Radar 5,2017-03-17,Mitsubishi Heavy Industries,Commercial,SSO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-1,30.400813,130.977748,70,40,32,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iia2520202_image_20190222031201.jpeg,,Government/Top Secret
Falcon 9 Full Thrust | Echostar 23,2017-03-16,SpaceX,Commercial,GTO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,155,98,37,2,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,ATL,Communications
Vega | Sentinel-2B,2017-03-07,Arianespace,Commercial,SSO,"Kourou, French Guiana",Ariane Launch Area 1,5.236,-52.775,269,35,254,3,1,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/vega_image_20201111143622.jpeg,,Earth Science
Kaituozhe-2 | Tiankun-1,2017-03-02,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,93,47,192,2,1,2,,,Test Flight
Atlas V 401 | NROL-79,2017-03-01,United Launch Alliance,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,34.64,-120.5895,667,44,118,2,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Government/Top Secret
SpaceShipTwo | VSS Unity GF03,2017-02-24,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Mojave Air and Space Port,35.0594444,-118.1538607,63,44,44,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
Soyuz-U | Progress MS-05 (66P),2017-02-22,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1474,475,262,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz2520u_image_20190222031023.jpeg,,Resupply
Falcon 9 Full Thrust | SpX CRS-10,2017-02-19,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,154,97,36,1,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,LZ-1,Resupply
PSLV XL | Cartosat-2D & 103 others,2017-02-15,Indian Space Research Organization,Government,SSO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,58,38,54,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Earth Science
Ariane 5 ECA | SKY Brasil-1 (Intelsat-32e) & Telkom-3S,2017-02-14,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,268,92,253,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Soyuz STB/Fregat-MT | Hispasat 36W-1 (Hispasat AG1),2017-01-28,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,267,91,252,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz2520stb_image_20191201201634.jpg,,Communications
H-IIA 204 | DSN 2 (Kirameki 2),2017-01-24,Mitsubishi Heavy Industries,Commercial,GTO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-1,30.400813,130.977748,69,39,31,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iia_image_20190222031043.jpeg,,Communications
Atlas V 401 | SBIRS GEO Flight 3 (SBIRS GEO-4),2017-01-21,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,755,85,117,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Government/Top Secret
Falcon 9 Full Thrust | Iridium-1,2017-01-14,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,666,71,35,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,JRTI,Communications
Kuaizhou-1A | Multiple payloads,2017-01-09,ExPace,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,92,3,1,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Earth Science
Long March 3B | TJS-2 (TJSW-2),2017-01-05,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,101,66,191,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20200102181012.jpg,,Communications
SpaceShipTwo | VSS Unity GF02,2016-12-22,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Mojave Air and Space Port,35.0594444,-118.1538607,62,43,43,6,6,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
Ariane 5 ECA | Star One D1 & JCSAT-15,2016-12-21,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,266,90,251,11,7,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Long March 2D | Tansat (CarbonSat),2016-12-21,China Aerospace Science and Technology Corporation,Government,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,91,46,189,9,6,21,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Epsilon  | ERG (ARASE),2016-12-20,Japan Aerospace Exploration Agency,Government,Elliptical,"Uchinoura Space Center, Japan",Mu Center,31.2509794,131.0821319,37,32,28,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/epsilon_image_20221009075145.jpg,,Earth Science
Atlas V 431 | Echostar 19 (Jupiter-2),2016-12-18,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,754,84,116,18,8,12,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520431_image_20190222031015.jpeg,,Communications
Pegasus XL | 8 x CYGNSS,2016-12-15,Orbital ATK,Commercial,LEO,Air launch to orbit,Cape Canaveral,28.455556,-80.527778,43,6,2,1,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pegasus2520xl_image_20190224025011.jpeg,,Earth Science
Long March 3B | Fengyun-4A,2016-12-10,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,100,35,188,7,4,20,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20200102181012.jpg,,Earth Science
H-IIB 304 | Kounotori 6 (HTV-6),2016-12-09,Mitsubishi Heavy Industries,Commercial,LEO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-2,30.400938,130.97564,68,6,30,3,1,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iib_image_20190224012244.jpeg,,Resupply
"Delta IV M+(5,4) | WGS-8 (USA-272)",2016-12-07,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 37B,28.5317,-80.56495,753,33,115,17,1,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/delta2520iv2520m252b25285252c42529_image_20190224025009.jpeg,,Communications
PSLV XL | Resourcesat-2A,2016-12-07,Indian Space Research Organization,Government,SSO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,57,37,53,7,6,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Earth Science
Vega | Göktürk-1A,2016-12-05,Arianespace,Commercial,SSO,"Kourou, French Guiana",Ariane Launch Area 1,5.236,-52.775,265,34,250,10,2,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/vega_image_20201111143622.jpeg,,Earth Science
SpaceShipTwo | VSS Unity GF01,2016-12-03,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Mojave Air and Space Port,35.0594444,-118.1538607,61,42,42,5,5,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
SpaceShipTwo | VSS Unity CC04,2016-11-30,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Mojave Air and Space Port,35.0594444,-118.1538607,60,41,41,4,4,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
Long March 3C | Tianlian 1-04,2016-11-22,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,99,65,187,6,3,19,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190222031215.jpeg,,Communications
Atlas V 541 | GOES-R,2016-11-19,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,752,83,114,16,7,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520541_image_20190224012314.jpeg,,Earth Science
Soyuz-FG | Soyuz MS-03,2016-11-17,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1472,473,260,10,4,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_image_20190717035537.jpg,,Human Exploration
"Ariane 5 ES | Galileo FOC-11, FOC-12, FOC-13, FOC-14",2016-11-17,Arianespace,Commercial,MEO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,264,89,249,9,6,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520es_image_20190222031145.jpeg,,Communications
Long March 2D | YunHai 1-01,2016-11-11,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,90,45,186,8,5,18,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Atlas V 401 | WorldView-4,2016-11-11,United Launch Alliance,Commercial,SSO,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,34.64,-120.5895,665,43,113,3,1,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Earth Science
"Long March 11 | Xiaoxiang-1, XPNAV-1 & 3 others.",2016-11-09,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,89,2,185,7,1,17,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march252011_image_20190222031217.jpeg,,Astrophysics
Long March 5 / YZ-2 | Shijian 17,2016-11-03,China Aerospace Science and Technology Corporation,Government,Direct-GEO,"Wenchang Space Launch Site, People's Republic of China",101,19.614334,110.951011,2,1,184,2,1,16,,,Government/Top Secret
H-IIA 202 | Himawari-9,2016-11-02,Mitsubishi Heavy Industries,Commercial,GTO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-1,30.400813,130.977748,67,38,29,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iia2520202_image_20190222031201.jpeg,,Earth Science
Soyuz-FG | Soyuz MS-02,2016-10-19,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1471,370,259,9,4,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_image_20190717035537.jpg,,Human Exploration
Antares 230 | Cygnus CRS OA-5 (S.S. Alan Poindexter),2016-10-17,Orbital ATK,Commercial,LEO,"Wallops Island, Virginia, USA",Launch Area 0 A,37.8337,-75.4881,60,7,1,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/antares_image_20190224025002.jpeg,,Resupply
Long March 2F/G | Shenzhou-11,2016-10-16,China Aerospace Science and Technology Corporation,Government,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-1 / 921),40.957893,100.290944,88,13,183,6,2,15,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_2_image_20210908195835.jpeg,,Human Exploration
Ariane 5 ECA | Sky Muster II (NBN-Co 1B) & GSAT-18,2016-10-05,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,263,88,248,8,5,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
New Shepard | NS-6,2016-10-05,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,6,6,6,4,4,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Test Flight
PSLV  | SCATSat-1,2016-09-26,Indian Space Research Organization,Government,LEO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,56,36,52,6,5,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190508083736.jpeg,,Earth Science
Vega | PerúSAT-1 / SkySat 4-7,2016-09-16,Arianespace,Commercial,SSO,"Kourou, French Guiana",Ariane Launch Area 1,5.236,-52.775,262,33,247,7,1,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/vega_image_20201111143622.jpeg,,Earth Science
Long March 2F/G | Tiangong-2,2016-09-15,China Aerospace Science and Technology Corporation,Government,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-1 / 921),40.957893,100.290944,87,12,182,5,1,14,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_2_image_20210908195835.jpeg,,Human Exploration
Shavit-2 | Ofeq-11,2016-09-13,Israel Aerospace Industries,Commercial,LEO,"Palmachim Airbase, State of Israel",Shavit Launch Pad,31.884444,34.680278,10,10,3,1,1,1,,,Government/Top Secret
Atlas V 411 | OSIRIS-REx,2016-09-08,United Launch Alliance,Commercial,Helio-N/A,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,751,82,112,15,6,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520411_image_20190224012306.jpeg,,Robotic Exploration
SpaceShipTwo | VSS Unity CC01,2016-09-08,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Mojave Air and Space Port,35.0594444,-118.1538607,57,38,38,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
GSLV Mk II | INSAT-3DR,2016-09-08,Indian Space Research Organization,Government,GTO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre Second Launch Pad,13.7199,80.2304,55,12,51,5,1,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520ii_image_20190825171642.jpg,,Earth Science
Ariane 5 ECA | Intelsat 33e & Intelsat 36,2016-08-24,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,261,87,246,6,4,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
"Delta IV M+(4,2) | AFSPC-6",2016-08-19,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,749,81,111,13,5,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/delta_iv_m252b_image_20220302002926.jpeg,,Government/Top Secret
Long March 2D | QUESS (Micius),2016-08-15,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,86,44,180,4,4,12,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Communications
Falcon 9 Full Thrust | JCSAT-16,2016-08-14,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,748,81,33,12,7,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Communications
Long March 4C | Gaofen 3,2016-08-09,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,62,27,179,2,2,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_4c_image_20230801172338.jpeg,,Earth Science
Long March 3B/E | Tiantong 1-01,2016-08-05,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,98,34,178,5,3,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,Communications
Atlas V 421 | NROL-61,2016-07-28,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,747,80,110,11,4,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_421_image_20210519053741.jpeg,,Government/Top Secret
Falcon 9 Full Thrust | SpX CRS-9,2016-07-18,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,746,80,32,10,6,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,LZ-1,Resupply
Soyuz-U | Progress MS-03 (64P),2016-07-16,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1470,369,258,8,3,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz2520u_image_20190222031023.jpeg,,Resupply
Soyuz-FG | Soyuz MS (MS-01),2016-07-07,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1469,472,257,7,3,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_image_20190717035537.jpg,,Human Exploration
Long March 4B | Shijian 16-02,2016-06-29,China Aerospace Science and Technology Corporation,Government,,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,85,43,177,3,3,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25204_image_20190430065008.jpg,,
Long March 7 / YZ-1A | Development Flight 1,2016-06-25,China Aerospace Science and Technology Corporation,Government,LEO,"Wenchang Space Launch Site, People's Republic of China",201,19.618452,110.955356,1,1,176,1,1,8,,,Government/Top Secret
Atlas V 551 | MUOS-5,2016-06-24,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,745,79,109,9,3,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520551_image_20190224012316.jpeg,,Communications
PSLV XL | Cartosat-2C & 19 small satellites,2016-06-22,Indian Space Research Organization,Government,SSO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,54,35,50,4,4,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Earth Science
New Shepard | NS-5,2016-06-19,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,5,5,5,3,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Test Flight
Ariane 5 ECA | Echostar 18 & BRIsat,2016-06-18,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,260,86,245,5,3,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Falcon 9 Full Thrust | Eutelsat 117 West B & ABS-2A,2016-06-15,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,744,79,31,8,5,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Communications
Long March 3C | Beidou-2 G7,2016-06-12,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,97,33,175,4,2,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190222031215.jpeg,,Navigation
Delta IV Heavy | NROL-37,2016-06-11,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 37A,28.533482,-80.568101,743,1,108,7,1,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/delta_iv_heavy_image_20210426103838.jpg,,Government/Top Secret
Proton-M Briz-M | Intelsat 31/DLA-2,2016-06-09,International Launch Services,Commercial,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",81/24 (81P),46.071001,62.984999,1468,84,38,6,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m2520briz-m_image_20190224012317.jpeg,,Communications
Rokot/Briz-KM | Geo-IK-2 No.12L (Kosmos 2517),2016-06-04,Russian Space Forces,Government,PO,"Plesetsk Cosmodrome, Russian Federation",133/3 (133L),62.886999,40.846984,1615,154,92,5,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/rokot25202f2520briz-km_image_20190224012237.jpeg,,Earth Science
Long March 4B | Ziyuan 3-02 & Ã‘uSat-1 & -2 (Fresco and Batata),2016-05-30,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,61,26,174,1,1,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25204_image_20190430065008.jpg,,Earth Science
Soyuz-2.1b/Fregat | Glonass-M No. 53 (Kosmos 2516),2016-05-29,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1614,287,91,4,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085343.jpg,,Navigation
Falcon 9 Full Thrust | Thaicom 8,2016-05-27,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,742,78,30,6,4,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Communications
Soyuz STB/Fregat | Galileo FOC-9 & Galileo FOC-10,2016-05-24,Arianespace,Commercial,MEO,"Kourou, French Guiana",Soyuz Launch Complex,5.3019,-52.8346,259,15,244,4,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_stb_image_20211130181029.jpeg,,Communications
Long March 2D | Yaogan-30,2016-05-15,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,84,42,173,2,2,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Government/Top Secret
Falcon 9 Full Thrust | JCSAT-14,2016-05-06,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,741,77,29,5,3,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Communications
PSLV XL | IRNSS-1G,2016-04-28,Indian Space Research Organization,Government,GTO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,53,34,49,3,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Navigation
"Soyuz-2.1a/Volga | Mikhailo Lomonosov, Aist-2D & SamSat 218",2016-04-28,Russian Federal Space Agency (ROSCOSMOS),Government,SSO,"Vostochny Cosmodrome, Siberia, Russian Federation",Cosmodrome Site 1S,51.884395,128.333932,1,1,256,1,1,4,,,Earth Science
Soyuz STA/Fregat | Sentinel-1B,2016-04-25,Arianespace,Commercial,SSO,"Kourou, French Guiana",Soyuz Launch Complex,5.3019,-52.8346,258,14,243,3,1,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz2520sta_image_20191210133244.jpg,,Earth Science
